eveWatchLevel,eveWaveHeight,eveWaveLevel,eveWaveTime,mornWatchLevel,mornWaveHeight,mornWaveLevel,mornWaveTime,cxLevel,date,lunarDate,publishTime,station
一星,0.0,3.7,13:00,一星,0.4,4.0,00:00,小潮汛,9月23日,八月廿八,2022年09月22日16时,萧山观潮城
一星,0.0,3.5,14:03,一星,0.1,3.8,01:07,小潮汛,9月23日,八月廿八,2022年09月22日17时,七堡
一星,0.0,3.5,14:21,一星,0.1,3.7,01:26,小潮汛,9月23日,八月廿八,2022年09月22日17时,三堡
一星,0.0,3.6,13:21,一星,0.3,3.9,00:22,小潮汛,9月23日,八月廿八,2022年09月22日17时,下沙大桥
一星,0.0,3.4,15:09,一星,0.0,3.7,02:14,小潮汛,9月23日,八月廿八,2022年09月22日17时,九溪
一星,0.0,3.5,14:47,一星,0.0,3.7,01:52,小潮汛,9月23日,八月廿八,2022年09月22日17时,南星桥
一星,0.0,3.5,14:29,一星,0.0,3.7,01:34,小潮汛,9月23日,八月廿八,2022年09月22日17时,城市阳台
一星,0.0,∕,11:20,二星,0.5,∕,22:14,小潮汛,9月23日,八月廿八,2022年09月22日17时,大江东八工段（盐官）
一星,0.0,3.7,13:00,一星,0.4,4.0,00:00,小潮汛,9月23日,八月廿八,2022年09月22日17时,萧山观潮城
一星,0.0,3.5,14:03,一星,0.1,3.8,01:07,小潮汛,9月23日,八月廿八,2022年09月22日18时,七堡
一星,0.0,3.5,14:21,一星,0.1,3.7,01:26,小潮汛,9月23日,八月廿八,2022年09月22日18时,三堡
一星,0.0,3.6,13:21,一星,0.3,3.9,00:22,小潮汛,9月23日,八月廿八,2022年09月22日18时,下沙大桥
一星,0.0,3.4,15:09,一星,0.0,3.7,02:14,小潮汛,9月23日,八月廿八,2022年09月22日18时,九溪
一星,0.0,3.5,14:47,一星,0.0,3.7,01:52,小潮汛,9月23日,八月廿八,2022年09月22日18时,南星桥
一星,0.0,3.5,14:29,一星,0.0,3.7,01:34,小潮汛,9月23日,八月廿八,2022年09月22日18时,城市阳台
一星,0.0,∕,11:20,二星,0.5,∕,22:14,小潮汛,9月23日,八月廿八,2022年09月22日18时,大江东八工段（盐官）
一星,0.0,3.7,13:00,一星,0.4,4.0,00:00,小潮汛,9月23日,八月廿八,2022年09月22日18时,萧山观潮城
一星,0.0,3.5,14:03,一星,0.1,3.8,01:07,小潮汛,9月23日,八月廿八,2022年09月22日19时,七堡
一星,0.0,3.5,14:21,一星,0.1,3.7,01:26,小潮汛,9月23日,八月廿八,2022年09月22日19时,三堡
一星,0.0,3.6,13:21,一星,0.3,3.9,00:22,小潮汛,9月23日,八月廿八,2022年09月22日19时,下沙大桥
一星,0.0,3.4,15:09,一星,0.0,3.7,02:14,小潮汛,9月23日,八月廿八,2022年09月22日19时,九溪
一星,0.0,3.5,14:47,一星,0.0,3.7,01:52,小潮汛,9月23日,八月廿八,2022年09月22日19时,南星桥
一星,0.0,3.5,14:29,一星,0.0,3.7,01:34,小潮汛,9月23日,八月廿八,2022年09月22日19时,城市阳台
一星,0.0,∕,11:20,二星,0.5,∕,22:14,小潮汛,9月23日,八月廿八,2022年09月22日19时,大江东八工段（盐官）
一星,0.0,3.7,13:00,一星,0.4,4.0,00:00,小潮汛,9月23日,八月廿八,2022年09月22日19时,萧山观潮城
一星,0.0,3.5,14:03,一星,0.1,3.8,01:07,小潮汛,9月23日,八月廿八,2022年09月22日20时,七堡
一星,0.0,3.5,14:21,一星,0.1,3.7,01:26,小潮汛,9月23日,八月廿八,2022年09月22日20时,三堡
一星,0.0,3.6,13:21,一星,0.3,3.9,00:22,小潮汛,9月23日,八月廿八,2022年09月22日20时,下沙大桥
一星,0.0,3.4,15:09,一星,0.0,3.7,02:14,小潮汛,9月23日,八月廿八,2022年09月22日20时,九溪
一星,0.0,3.5,14:47,一星,0.0,3.7,01:52,小潮汛,9月23日,八月廿八,2022年09月22日20时,南星桥
一星,0.0,3.5,14:29,一星,0.0,3.7,01:34,小潮汛,9月23日,八月廿八,2022年09月22日20时,城市阳台
一星,0.0,∕,11:20,二星,0.5,∕,22:14,小潮汛,9月23日,八月廿八,2022年09月22日20时,大江东八工段（盐官）
一星,0.0,3.7,13:00,一星,0.4,4.0,00:00,小潮汛,9月23日,八月廿八,2022年09月22日20时,萧山观潮城
一星,0.0,3.5,14:03,一星,0.1,3.8,01:07,小潮汛,9月23日,八月廿八,2022年09月22日21时,七堡
一星,0.0,3.5,14:21,一星,0.1,3.7,01:26,小潮汛,9月23日,八月廿八,2022年09月22日21时,三堡
一星,0.0,3.6,13:21,一星,0.3,3.9,00:22,小潮汛,9月23日,八月廿八,2022年09月22日21时,下沙大桥
一星,0.0,3.4,15:09,一星,0.0,3.7,02:14,小潮汛,9月23日,八月廿八,2022年09月22日21时,九溪
一星,0.0,3.5,14:47,一星,0.0,3.7,01:52,小潮汛,9月23日,八月廿八,2022年09月22日21时,南星桥
一星,0.0,3.5,14:29,一星,0.0,3.7,01:34,小潮汛,9月23日,八月廿八,2022年09月22日21时,城市阳台
一星,0.0,∕,11:20,二星,0.5,∕,22:14,小潮汛,9月23日,八月廿八,2022年09月22日21时,大江东八工段（盐官）
一星,0.0,3.7,13:00,一星,0.4,4.0,00:00,小潮汛,9月23日,八月廿八,2022年09月22日21时,萧山观潮城
一星,0.0,3.5,14:03,一星,0.1,3.8,01:07,小潮汛,9月23日,八月廿八,2022年09月22日22时,七堡
一星,0.0,3.5,14:21,一星,0.1,3.7,01:26,小潮汛,9月23日,八月廿八,2022年09月22日22时,三堡
一星,0.0,3.6,13:21,一星,0.3,3.9,00:22,小潮汛,9月23日,八月廿八,2022年09月22日22时,下沙大桥
一星,0.0,3.4,15:09,一星,0.0,3.7,02:14,小潮汛,9月23日,八月廿八,2022年09月22日22时,九溪
一星,0.0,3.5,14:47,一星,0.0,3.7,01:52,小潮汛,9月23日,八月廿八,2022年09月22日22时,南星桥
一星,0.0,3.5,14:29,一星,0.0,3.7,01:34,小潮汛,9月23日,八月廿八,2022年09月22日22时,城市阳台
一星,0.0,∕,11:20,二星,0.5,∕,22:14,小潮汛,9月23日,八月廿八,2022年09月22日22时,大江东八工段（盐官）
一星,0.0,3.7,13:00,一星,0.4,4.0,00:00,小潮汛,9月23日,八月廿八,2022年09月22日22时,萧山观潮城
一星,0.0,3.5,14:03,一星,0.1,3.8,01:07,小潮汛,9月23日,八月廿八,2022年09月22日23时,七堡
一星,0.0,3.5,14:21,一星,0.1,3.7,01:26,小潮汛,9月23日,八月廿八,2022年09月22日23时,三堡
一星,0.0,3.6,13:21,一星,0.3,3.9,00:22,小潮汛,9月23日,八月廿八,2022年09月22日23时,下沙大桥
一星,0.0,3.4,15:09,一星,0.0,3.7,02:14,小潮汛,9月23日,八月廿八,2022年09月22日23时,九溪
一星,0.0,3.5,14:47,一星,0.0,3.7,01:52,小潮汛,9月23日,八月廿八,2022年09月22日23时,南星桥
一星,0.0,3.5,14:29,一星,0.0,3.7,01:34,小潮汛,9月23日,八月廿八,2022年09月22日23时,城市阳台
一星,0.0,∕,11:20,二星,0.5,∕,22:14,小潮汛,9月23日,八月廿八,2022年09月22日23时,大江东八工段（盐官）
一星,0.0,3.7,13:00,一星,0.4,4.0,00:00,小潮汛,9月23日,八月廿八,2022年09月22日23时,萧山观潮城
一星,0.0,3.5,14:03,一星,0.1,3.8,01:07,小潮汛,9月23日,八月廿八,2022年09月23日00时,七堡
一星,0.0,3.5,14:21,一星,0.1,3.7,01:26,小潮汛,9月23日,八月廿八,2022年09月23日00时,三堡
一星,0.0,3.6,13:21,一星,0.3,3.9,00:22,小潮汛,9月23日,八月廿八,2022年09月23日00时,下沙大桥
一星,0.0,3.4,15:09,一星,0.0,3.7,02:14,小潮汛,9月23日,八月廿八,2022年09月23日00时,九溪
一星,0.0,3.5,14:47,一星,0.0,3.7,01:52,小潮汛,9月23日,八月廿八,2022年09月23日00时,南星桥
一星,0.0,3.5,14:29,一星,0.0,3.7,01:34,小潮汛,9月23日,八月廿八,2022年09月23日00时,城市阳台
一星,0.0,∕,11:20,二星,0.5,∕,22:14,小潮汛,9月23日,八月廿八,2022年09月23日00时,大江东八工段（盐官）
一星,0.0,3.7,13:00,一星,0.4,4.0,00:00,小潮汛,9月23日,八月廿八,2022年09月23日00时,萧山观潮城
一星,0.0,3.5,14:03,一星,0.1,3.8,01:07,小潮汛,9月23日,八月廿八,2022年09月23日01时,七堡
一星,0.0,3.5,14:21,一星,0.1,3.7,01:26,小潮汛,9月23日,八月廿八,2022年09月23日01时,三堡
一星,0.0,3.6,13:21,一星,0.3,3.9,00:22,小潮汛,9月23日,八月廿八,2022年09月23日01时,下沙大桥
一星,0.0,3.4,15:09,一星,0.0,3.7,02:14,小潮汛,9月23日,八月廿八,2022年09月23日01时,九溪
一星,0.0,3.5,14:47,一星,0.0,3.7,01:52,小潮汛,9月23日,八月廿八,2022年09月23日01时,南星桥
一星,0.0,3.5,14:29,一星,0.0,3.7,01:34,小潮汛,9月23日,八月廿八,2022年09月23日01时,城市阳台
一星,0.0,∕,11:20,二星,0.5,∕,22:14,小潮汛,9月23日,八月廿八,2022年09月23日01时,大江东八工段（盐官）
一星,0.0,3.7,13:00,一星,0.4,4.0,00:00,小潮汛,9月23日,八月廿八,2022年09月23日01时,萧山观潮城
一星,0.0,3.5,14:03,一星,0.1,3.8,01:07,小潮汛,9月23日,八月廿八,2022年09月23日02时,七堡
一星,0.0,3.5,14:21,一星,0.1,3.7,01:26,小潮汛,9月23日,八月廿八,2022年09月23日02时,三堡
一星,0.0,3.6,13:21,一星,0.3,3.9,00:22,小潮汛,9月23日,八月廿八,2022年09月23日02时,下沙大桥
一星,0.0,3.4,15:09,一星,0.0,3.7,02:14,小潮汛,9月23日,八月廿八,2022年09月23日02时,九溪
一星,0.0,3.5,14:47,一星,0.0,3.7,01:52,小潮汛,9月23日,八月廿八,2022年09月23日02时,南星桥
一星,0.0,3.5,14:29,一星,0.0,3.7,01:34,小潮汛,9月23日,八月廿八,2022年09月23日02时,城市阳台
一星,0.0,∕,11:20,二星,0.5,∕,22:14,小潮汛,9月23日,八月廿八,2022年09月23日02时,大江东八工段（盐官）
一星,0.0,3.7,13:00,一星,0.4,4.0,00:00,小潮汛,9月23日,八月廿八,2022年09月23日02时,萧山观潮城
一星,0.0,3.5,14:03,一星,0.1,3.8,01:07,小潮汛,9月23日,八月廿八,2022年09月23日03时,七堡
一星,0.0,3.5,14:21,一星,0.1,3.7,01:26,小潮汛,9月23日,八月廿八,2022年09月23日03时,三堡
一星,0.0,3.6,13:21,一星,0.3,3.9,00:22,小潮汛,9月23日,八月廿八,2022年09月23日03时,下沙大桥
一星,0.0,3.4,15:09,一星,0.0,3.7,02:14,小潮汛,9月23日,八月廿八,2022年09月23日03时,九溪
一星,0.0,3.5,14:47,一星,0.0,3.7,01:52,小潮汛,9月23日,八月廿八,2022年09月23日03时,南星桥
一星,0.0,3.5,14:29,一星,0.0,3.7,01:34,小潮汛,9月23日,八月廿八,2022年09月23日03时,城市阳台
一星,0.0,∕,11:20,二星,0.5,∕,22:14,小潮汛,9月23日,八月廿八,2022年09月23日03时,大江东八工段（盐官）
一星,0.0,3.7,13:00,一星,0.4,4.0,00:00,小潮汛,9月23日,八月廿八,2022年09月23日03时,萧山观潮城
一星,0.0,3.5,14:03,一星,0.1,3.8,01:07,小潮汛,9月23日,八月廿八,2022年09月23日04时,七堡
一星,0.0,3.5,14:21,一星,0.1,3.7,01:26,小潮汛,9月23日,八月廿八,2022年09月23日04时,三堡
一星,0.0,3.6,13:21,一星,0.3,3.9,00:22,小潮汛,9月23日,八月廿八,2022年09月23日04时,下沙大桥
一星,0.0,3.4,15:09,一星,0.0,3.7,02:14,小潮汛,9月23日,八月廿八,2022年09月23日04时,九溪
一星,0.0,3.5,14:47,一星,0.0,3.7,01:52,小潮汛,9月23日,八月廿八,2022年09月23日04时,南星桥
一星,0.0,3.5,14:29,一星,0.0,3.7,01:34,小潮汛,9月23日,八月廿八,2022年09月23日04时,城市阳台
一星,0.0,∕,11:20,二星,0.5,∕,22:14,小潮汛,9月23日,八月廿八,2022年09月23日04时,大江东八工段（盐官）
一星,0.0,3.7,13:00,一星,0.4,4.0,00:00,小潮汛,9月23日,八月廿八,2022年09月23日04时,萧山观潮城
一星,0.0,3.5,14:03,一星,0.1,3.8,01:07,小潮汛,9月23日,八月廿八,2022年09月23日04时,七堡
一星,0.0,3.5,14:21,一星,0.1,3.7,01:26,小潮汛,9月23日,八月廿八,2022年09月23日04时,三堡
一星,0.0,3.6,13:21,一星,0.3,3.9,00:22,小潮汛,9月23日,八月廿八,2022年09月23日04时,下沙大桥
一星,0.0,3.4,15:09,一星,0.0,3.7,02:14,小潮汛,9月23日,八月廿八,2022年09月23日04时,九溪
一星,0.0,3.5,14:47,一星,0.0,3.7,01:52,小潮汛,9月23日,八月廿八,2022年09月23日04时,南星桥
一星,0.0,3.5,14:29,一星,0.0,3.7,01:34,小潮汛,9月23日,八月廿八,2022年09月23日04时,城市阳台
一星,0.0,∕,11:20,二星,0.5,∕,22:14,小潮汛,9月23日,八月廿八,2022年09月23日04时,大江东八工段（盐官）
一星,0.0,3.7,13:00,一星,0.4,4.0,00:00,小潮汛,9月23日,八月廿八,2022年09月23日04时,萧山观潮城
一星,0.0,3.5,14:03,一星,0.1,3.8,01:07,小潮汛,9月23日,八月廿八,2022年09月23日06时,七堡
一星,0.0,3.5,14:21,一星,0.1,3.7,01:26,小潮汛,9月23日,八月廿八,2022年09月23日06时,三堡
一星,0.0,3.6,13:21,一星,0.3,3.9,00:22,小潮汛,9月23日,八月廿八,2022年09月23日06时,下沙大桥
一星,0.0,3.4,15:09,一星,0.0,3.7,02:14,小潮汛,9月23日,八月廿八,2022年09月23日06时,九溪
一星,0.0,3.5,14:47,一星,0.0,3.7,01:52,小潮汛,9月23日,八月廿八,2022年09月23日06时,南星桥
一星,0.0,3.5,14:29,一星,0.0,3.7,01:34,小潮汛,9月23日,八月廿八,2022年09月23日06时,城市阳台
一星,0.0,∕,11:20,二星,0.5,∕,22:14,小潮汛,9月23日,八月廿八,2022年09月23日06时,大江东八工段（盐官）
一星,0.0,3.7,13:00,一星,0.4,4.0,00:00,小潮汛,9月23日,八月廿八,2022年09月23日06时,萧山观潮城
一星,0.0,3.5,14:03,一星,0.1,3.8,01:07,小潮汛,9月23日,八月廿八,2022年09月23日07时,七堡
一星,0.0,3.5,14:21,一星,0.1,3.7,01:26,小潮汛,9月23日,八月廿八,2022年09月23日07时,三堡
一星,0.0,3.6,13:21,一星,0.3,3.9,00:22,小潮汛,9月23日,八月廿八,2022年09月23日07时,下沙大桥
一星,0.0,3.4,15:09,一星,0.0,3.7,02:14,小潮汛,9月23日,八月廿八,2022年09月23日07时,九溪
一星,0.0,3.5,14:47,一星,0.0,3.7,01:52,小潮汛,9月23日,八月廿八,2022年09月23日07时,南星桥
一星,0.0,3.5,14:29,一星,0.0,3.7,01:34,小潮汛,9月23日,八月廿八,2022年09月23日07时,城市阳台
一星,0.0,∕,11:20,二星,0.5,∕,22:14,小潮汛,9月23日,八月廿八,2022年09月23日07时,大江东八工段（盐官）
一星,0.0,3.7,13:00,一星,0.4,4.0,00:00,小潮汛,9月23日,八月廿八,2022年09月23日07时,萧山观潮城
一星,0.0,3.5,14:03,一星,0.1,3.8,01:07,小潮汛,9月23日,八月廿八,2022年09月23日08时,七堡
一星,0.0,3.5,14:21,一星,0.1,3.7,01:26,小潮汛,9月23日,八月廿八,2022年09月23日08时,三堡
一星,0.0,3.6,13:21,一星,0.3,3.9,00:22,小潮汛,9月23日,八月廿八,2022年09月23日08时,下沙大桥
一星,0.0,3.4,15:09,一星,0.0,3.7,02:14,小潮汛,9月23日,八月廿八,2022年09月23日08时,九溪
一星,0.0,3.5,14:47,一星,0.0,3.7,01:52,小潮汛,9月23日,八月廿八,2022年09月23日08时,南星桥
一星,0.0,3.5,14:29,一星,0.0,3.7,01:34,小潮汛,9月23日,八月廿八,2022年09月23日08时,城市阳台
一星,0.0,∕,11:20,二星,0.5,∕,22:14,小潮汛,9月23日,八月廿八,2022年09月23日08时,大江东八工段（盐官）
一星,0.0,3.7,13:00,一星,0.4,4.0,00:00,小潮汛,9月23日,八月廿八,2022年09月23日08时,萧山观潮城
一星,0.0,3.5,14:03,一星,0.1,3.8,01:07,小潮汛,9月23日,八月廿八,2022年09月23日09时,七堡
一星,0.0,3.5,14:21,一星,0.1,3.7,01:26,小潮汛,9月23日,八月廿八,2022年09月23日09时,三堡
一星,0.0,3.6,13:21,一星,0.3,3.9,00:22,小潮汛,9月23日,八月廿八,2022年09月23日09时,下沙大桥
一星,0.0,3.4,15:09,一星,0.0,3.7,02:14,小潮汛,9月23日,八月廿八,2022年09月23日09时,九溪
一星,0.0,3.5,14:47,一星,0.0,3.7,01:52,小潮汛,9月23日,八月廿八,2022年09月23日09时,南星桥
一星,0.0,3.5,14:29,一星,0.0,3.7,01:34,小潮汛,9月23日,八月廿八,2022年09月23日09时,城市阳台
一星,0.0,∕,11:20,二星,0.5,∕,22:14,小潮汛,9月23日,八月廿八,2022年09月23日09时,大江东八工段（盐官）
一星,0.0,3.7,13:00,一星,0.4,4.0,00:00,小潮汛,9月23日,八月廿八,2022年09月23日09时,萧山观潮城
一星,0.0,3.5,14:03,一星,0.1,3.8,01:07,小潮汛,9月23日,八月廿八,2022年09月23日10时,七堡
一星,0.0,3.5,14:21,一星,0.1,3.7,01:26,小潮汛,9月23日,八月廿八,2022年09月23日10时,三堡
一星,0.0,3.6,13:21,一星,0.3,3.9,00:22,小潮汛,9月23日,八月廿八,2022年09月23日10时,下沙大桥
一星,0.0,3.4,15:09,一星,0.0,3.7,02:14,小潮汛,9月23日,八月廿八,2022年09月23日10时,九溪
一星,0.0,3.5,14:47,一星,0.0,3.7,01:52,小潮汛,9月23日,八月廿八,2022年09月23日10时,南星桥
一星,0.0,3.5,14:29,一星,0.0,3.7,01:34,小潮汛,9月23日,八月廿八,2022年09月23日10时,城市阳台
一星,0.0,∕,11:20,二星,0.5,∕,22:14,小潮汛,9月23日,八月廿八,2022年09月23日10时,大江东八工段（盐官）
一星,0.0,3.7,13:00,一星,0.4,4.0,00:00,小潮汛,9月23日,八月廿八,2022年09月23日10时,萧山观潮城
一星,0.0,3.5,14:03,一星,0.1,3.8,01:07,小潮汛,9月23日,八月廿八,2022年09月23日11时,七堡
一星,0.0,3.5,14:21,一星,0.1,3.7,01:26,小潮汛,9月23日,八月廿八,2022年09月23日11时,三堡
一星,0.0,3.6,13:21,一星,0.3,3.9,00:22,小潮汛,9月23日,八月廿八,2022年09月23日11时,下沙大桥
一星,0.0,3.4,15:09,一星,0.0,3.7,02:14,小潮汛,9月23日,八月廿八,2022年09月23日11时,九溪
一星,0.0,3.5,14:47,一星,0.0,3.7,01:52,小潮汛,9月23日,八月廿八,2022年09月23日11时,南星桥
一星,0.0,3.5,14:29,一星,0.0,3.7,01:34,小潮汛,9月23日,八月廿八,2022年09月23日11时,城市阳台
一星,0.0,∕,11:20,二星,0.5,∕,22:14,小潮汛,9月23日,八月廿八,2022年09月23日11时,大江东八工段（盐官）
一星,0.0,3.7,13:00,一星,0.4,4.0,00:00,小潮汛,9月23日,八月廿八,2022年09月23日11时,萧山观潮城
一星,0.0,3.5,14:03,一星,0.1,3.8,01:07,小潮汛,9月23日,八月廿八,2022年09月23日12时,七堡
一星,0.0,3.5,14:21,一星,0.1,3.7,01:26,小潮汛,9月23日,八月廿八,2022年09月23日12时,三堡
一星,0.0,3.6,13:21,一星,0.3,3.9,00:22,小潮汛,9月23日,八月廿八,2022年09月23日12时,下沙大桥
一星,0.0,3.4,15:09,一星,0.0,3.7,02:14,小潮汛,9月23日,八月廿八,2022年09月23日12时,九溪
一星,0.0,3.5,14:47,一星,0.0,3.7,01:52,小潮汛,9月23日,八月廿八,2022年09月23日12时,南星桥
一星,0.0,3.5,14:29,一星,0.0,3.7,01:34,小潮汛,9月23日,八月廿八,2022年09月23日12时,城市阳台
一星,0.0,∕,11:20,二星,0.5,∕,22:14,小潮汛,9月23日,八月廿八,2022年09月23日12时,大江东八工段（盐官）
一星,0.0,3.7,13:00,一星,0.4,4.0,00:00,小潮汛,9月23日,八月廿八,2022年09月23日12时,萧山观潮城
一星,0.0,3.5,14:03,一星,0.1,3.8,01:07,小潮汛,9月23日,八月廿八,2022年09月23日13时,七堡
一星,0.0,3.5,14:21,一星,0.1,3.7,01:26,小潮汛,9月23日,八月廿八,2022年09月23日13时,三堡
一星,0.0,3.6,13:21,一星,0.3,3.9,00:22,小潮汛,9月23日,八月廿八,2022年09月23日13时,下沙大桥
一星,0.0,3.4,15:09,一星,0.0,3.7,02:14,小潮汛,9月23日,八月廿八,2022年09月23日13时,九溪
一星,0.0,3.5,14:47,一星,0.0,3.7,01:52,小潮汛,9月23日,八月廿八,2022年09月23日13时,南星桥
一星,0.0,3.5,14:29,一星,0.0,3.7,01:34,小潮汛,9月23日,八月廿八,2022年09月23日13时,城市阳台
一星,0.0,∕,11:20,二星,0.5,∕,22:14,小潮汛,9月23日,八月廿八,2022年09月23日13时,大江东八工段（盐官）
一星,0.0,3.7,13:00,一星,0.4,4.0,00:00,小潮汛,9月23日,八月廿八,2022年09月23日13时,萧山观潮城
一星,0.0,3.5,14:03,一星,0.1,3.8,01:07,小潮汛,9月23日,八月廿八,2022年09月23日14时,七堡
一星,0.0,3.5,14:21,一星,0.1,3.7,01:26,小潮汛,9月23日,八月廿八,2022年09月23日14时,三堡
一星,0.0,3.6,13:21,一星,0.3,3.9,00:22,小潮汛,9月23日,八月廿八,2022年09月23日14时,下沙大桥
一星,0.0,3.4,15:09,一星,0.0,3.7,02:14,小潮汛,9月23日,八月廿八,2022年09月23日14时,九溪
一星,0.0,3.5,14:47,一星,0.0,3.7,01:52,小潮汛,9月23日,八月廿八,2022年09月23日14时,南星桥
一星,0.0,3.5,14:29,一星,0.0,3.7,01:34,小潮汛,9月23日,八月廿八,2022年09月23日14时,城市阳台
一星,0.0,∕,11:20,二星,0.5,∕,22:14,小潮汛,9月23日,八月廿八,2022年09月23日14时,大江东八工段（盐官）
一星,0.0,3.7,13:00,一星,0.4,4.0,00:00,小潮汛,9月23日,八月廿八,2022年09月23日14时,萧山观潮城
一星,0.1,4.0,14:20,一星,0.2,4.2,01:08,小潮汛,9月24日,八月廿九,2022年09月23日15时,七堡
一星,0.1,4.0,14:37,一星,0.1,4.2,01:24,小潮汛,9月24日,八月廿九,2022年09月23日15时,三堡
一星,0.2,4.1,13:40,一星,0.3,4.3,00:29,小潮汛,9月24日,八月廿九,2022年09月23日15时,下沙大桥
一星,0.0,3.9,15:23,一星,0.0,4.1,02:07,小潮汛,9月24日,八月廿九,2022年09月23日15时,九溪
一星,0.0,3.9,15:02,一星,0.0,4.2,01:48,小潮汛,9月24日,八月廿九,2022年09月23日15时,南星桥
一星,0.0,3.9,14:45,一星,0.1,4.2,01:31,小潮汛,9月24日,八月廿九,2022年09月23日15时,城市阳台
一星,0.4,∕,11:45,二星,0.5,∕,22:38,小潮汛,9月24日,八月廿九,2022年09月23日15时,大江东八工段（盐官）
一星,0.3,4.2,13:20,一星,0.4,4.4,00:10,小潮汛,9月24日,八月廿九,2022年09月23日15时,萧山观潮城
一星,0.1,4.0,14:20,一星,0.2,4.2,01:08,小潮汛,9月24日,八月廿九,2022年09月23日16时,七堡
一星,0.1,4.0,14:37,一星,0.1,4.2,01:24,小潮汛,9月24日,八月廿九,2022年09月23日16时,三堡
一星,0.2,4.1,13:40,一星,0.3,4.3,00:29,小潮汛,9月24日,八月廿九,2022年09月23日16时,下沙大桥
一星,0.0,3.9,15:23,一星,0.0,4.1,02:07,小潮汛,9月24日,八月廿九,2022年09月23日16时,九溪
一星,0.0,3.9,15:02,一星,0.0,4.2,01:48,小潮汛,9月24日,八月廿九,2022年09月23日16时,南星桥
一星,0.0,3.9,14:45,一星,0.1,4.2,01:31,小潮汛,9月24日,八月廿九,2022年09月23日16时,城市阳台
一星,0.4,∕,11:45,二星,0.5,∕,22:38,小潮汛,9月24日,八月廿九,2022年09月23日16时,大江东八工段（盐官）
一星,0.3,4.2,13:20,一星,0.4,4.4,00:10,小潮汛,9月24日,八月廿九,2022年09月23日16时,萧山观潮城
一星,0.1,4.0,14:20,一星,0.2,4.2,01:08,小潮汛,9月24日,八月廿九,2022年09月23日17时,七堡
一星,0.1,4.0,14:37,一星,0.1,4.2,01:24,小潮汛,9月24日,八月廿九,2022年09月23日17时,三堡
一星,0.2,4.1,13:40,一星,0.3,4.3,00:29,小潮汛,9月24日,八月廿九,2022年09月23日17时,下沙大桥
一星,0.0,3.9,15:23,一星,0.0,4.1,02:07,小潮汛,9月24日,八月廿九,2022年09月23日17时,九溪
一星,0.0,3.9,15:02,一星,0.0,4.2,01:48,小潮汛,9月24日,八月廿九,2022年09月23日17时,南星桥
一星,0.0,3.9,14:45,一星,0.1,4.2,01:31,小潮汛,9月24日,八月廿九,2022年09月23日17时,城市阳台
一星,0.4,∕,11:45,二星,0.5,∕,22:38,小潮汛,9月24日,八月廿九,2022年09月23日17时,大江东八工段（盐官）
一星,0.3,4.2,13:20,一星,0.4,4.4,00:10,小潮汛,9月24日,八月廿九,2022年09月23日17时,萧山观潮城
一星,0.1,4.0,14:20,一星,0.2,4.2,01:08,小潮汛,9月24日,八月廿九,2022年09月23日18时,七堡
一星,0.1,4.0,14:37,一星,0.1,4.2,01:24,小潮汛,9月24日,八月廿九,2022年09月23日18时,三堡
一星,0.2,4.1,13:40,一星,0.3,4.3,00:29,小潮汛,9月24日,八月廿九,2022年09月23日18时,下沙大桥
一星,0.0,3.9,15:23,一星,0.0,4.1,02:07,小潮汛,9月24日,八月廿九,2022年09月23日18时,九溪
一星,0.0,3.9,15:02,一星,0.0,4.2,01:48,小潮汛,9月24日,八月廿九,2022年09月23日18时,南星桥
一星,0.0,3.9,14:45,一星,0.1,4.2,01:31,小潮汛,9月24日,八月廿九,2022年09月23日18时,城市阳台
一星,0.4,∕,11:45,二星,0.5,∕,22:38,小潮汛,9月24日,八月廿九,2022年09月23日18时,大江东八工段（盐官）
一星,0.3,4.2,13:20,一星,0.4,4.4,00:10,小潮汛,9月24日,八月廿九,2022年09月23日18时,萧山观潮城
一星,0.1,4.0,14:20,一星,0.2,4.2,01:08,小潮汛,9月24日,八月廿九,2022年09月23日19时,七堡
一星,0.1,4.0,14:37,一星,0.1,4.2,01:24,小潮汛,9月24日,八月廿九,2022年09月23日19时,三堡
一星,0.2,4.1,13:40,一星,0.3,4.3,00:29,小潮汛,9月24日,八月廿九,2022年09月23日19时,下沙大桥
一星,0.0,3.9,15:23,一星,0.0,4.1,02:07,小潮汛,9月24日,八月廿九,2022年09月23日19时,九溪
一星,0.0,3.9,15:02,一星,0.0,4.2,01:48,小潮汛,9月24日,八月廿九,2022年09月23日19时,南星桥
一星,0.0,3.9,14:45,一星,0.1,4.2,01:31,小潮汛,9月24日,八月廿九,2022年09月23日19时,城市阳台
一星,0.4,∕,11:45,二星,0.5,∕,22:38,小潮汛,9月24日,八月廿九,2022年09月23日19时,大江东八工段（盐官）
一星,0.3,4.2,13:20,一星,0.4,4.4,00:10,小潮汛,9月24日,八月廿九,2022年09月23日19时,萧山观潮城
一星,0.1,4.0,14:20,一星,0.2,4.2,01:08,小潮汛,9月24日,八月廿九,2022年09月23日20时,七堡
一星,0.1,4.0,14:37,一星,0.1,4.2,01:24,小潮汛,9月24日,八月廿九,2022年09月23日20时,三堡
一星,0.2,4.1,13:40,一星,0.3,4.3,00:29,小潮汛,9月24日,八月廿九,2022年09月23日20时,下沙大桥
